0.00.038.545 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.039.278 W srv  llama_server: -----------------
0.00.039.282 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.039.282 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.039.283 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.039.283 W srv  llama_server: -----------------
0.00.040.648 I srv    load_model: loading model '/srv/models/qwen38-ud-iq1-s/Qwen3.8-Flash-Next-UD-IQ1_S-00001-of-00003.gguf'
0.04.663.698 I cmn          init: llama threadpool init, n_threads = 14
0.06.402.966 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 8192, kv_unified = 'true'
0.06.411.075 W srv          init: chat template supports preserving reasoning, it is enabled by default (may use more tokens, disable via --no-reasoning-preserve)
0.06.411.121 I srv  llama_server: model loaded
0.06.411.125 I srv  llama_server: listening on http://127.0.0.1:18600
0.20.020.816 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
0.52.134.451 I slot print_timing: id  3 | task 10 |        eval time =    3168.55 ms /     8 tokens (  452.65 ms per token,     2.21 tokens per second)
0.52.134.452 I slot print_timing: id  3 | task 10 |       total time =   13238.15 ms /   264 tokens
0.52.134.453 I slot print_timing: id  3 | task 10 |    graphs reused =         13
0.52.134.478 I slot      release: id  3 | task 10 | stop processing: n_tokens = 263, truncated = 0
0.57.140.235 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.973
0.57.140.281 I slot launch_slot_: id  3 | task 20 | processing task, is_child = 0
1.05.541.768 I slot print_timing: id  3 | task 20 | prompt processing, n_tokens =    252, progress = 0.98, t =   8.40 s / 30.00 tokens per second
1.10.330.539 I slot print_timing: id  3 | task 20 | prompt eval time =   10020.55 ms /   256 tokens (   39.14 ms per token,    25.55 tokens per second)
1.10.330.545 I slot print_timing: id  3 | task 20 |        eval time =    3169.57 ms /     8 tokens (  452.80 ms per token,     2.21 tokens per second)
1.10.330.546 I slot print_timing: id  3 | task 20 |       total time =   13190.12 ms /   264 tokens
1.10.330.547 I slot print_timing: id  3 | task 20 |    graphs reused =         19
1.10.330.574 I slot      release: id  3 | task 20 | stop processing: n_tokens = 263, truncated = 0
1.15.337.840 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.973
1.15.337.882 I slot launch_slot_: id  3 | task 30 | processing task, is_child = 0
1.23.927.001 I slot print_timing: id  3 | task 30 | prompt processing, n_tokens =    252, progress = 0.98, t =   8.59 s / 29.34 tokens per second
1.28.695.906 I slot print_timing: id  3 | task 30 | prompt eval time =   10190.45 ms /   256 tokens (   39.81 ms per token,    25.12 tokens per second)
1.28.695.912 I slot print_timing: id  3 | task 30 |        eval time =    3167.43 ms /     8 tokens (  452.49 ms per token,     2.21 tokens per second)
1.28.695.914 I slot print_timing: id  3 | task 30 |       total time =   13357.89 ms /   264 tokens
1.28.695.915 I slot print_timing: id  3 | task 30 |    graphs reused =         25
1.28.695.941 I slot      release: id  3 | task 30 | stop processing: n_tokens = 263, truncated = 0
1.33.703.048 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.973
1.33.703.091 I slot launch_slot_: id  3 | task 40 | processing task, is_child = 0
1.42.325.848 I slot print_timing: id  3 | task 40 | prompt processing, n_tokens =    252, progress = 0.98, t =   8.62 s / 29.23 tokens per second
1.47.103.980 I slot print_timing: id  3 | task 40 | prompt eval time =   10223.46 ms /   256 tokens (   39.94 ms per token,    25.04 tokens per second)
1.47.103.985 I slot print_timing: id  3 | task 40 |        eval time =    3177.29 ms /     8 tokens (  453.90 ms per token,     2.20 tokens per second)
1.47.103.986 I slot print_timing: id  3 | task 40 |       total time =   13400.75 ms /   264 tokens
1.47.103.987 I slot print_timing: id  3 | task 40 |    graphs reused =         31
1.47.104.012 I slot      release: id  3 | task 40 | stop processing: n_tokens = 263, truncated = 0
1.52.111.257 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.973
1.52.111.298 I slot launch_slot_: id  3 | task 50 | processing task, is_child = 0
2.00.630.370 I slot print_timing: id  3 | task 50 | prompt processing, n_tokens =    252, progress = 0.98, t =   8.52 s / 29.58 tokens per second
2.05.412.118 I slot print_timing: id  3 | task 50 | prompt eval time =   10121.32 ms /   256 tokens (   39.54 ms per token,    25.29 tokens per second)
2.05.412.123 I slot print_timing: id  3 | task 50 |        eval time =    3179.36 ms /     8 tokens (  454.19 ms per token,     2.20 tokens per second)
2.05.412.124 I slot print_timing: id  3 | task 50 |       total time =   13300.68 ms /   264 tokens
2.05.412.125 I slot print_timing: id  3 | task 50 |    graphs reused =         37
2.05.412.149 I slot      release: id  3 | task 50 | stop processing: n_tokens = 263, truncated = 0
2.10.419.580 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.973
2.10.419.621 I slot launch_slot_: id  3 | task 60 | processing task, is_child = 0
2.18.965.257 I slot print_timing: id  3 | task 60 | prompt processing, n_tokens =    252, progress = 0.98, t =   8.55 s / 29.49 tokens per second
2.23.735.480 I slot print_timing: id  3 | task 60 | prompt eval time =   10145.87 ms /   256 tokens (   39.63 ms per token,    25.23 tokens per second)
2.23.735.486 I slot print_timing: id  3 | task 60 |        eval time =    3169.85 ms /     8 tokens (  452.84 ms per token,     2.21 tokens per second)
2.23.735.487 I slot print_timing: id  3 | task 60 |       total time =   13315.72 ms /   264 tokens
2.23.735.489 I slot print_timing: id  3 | task 60 |    graphs reused =         43
2.23.735.524 I slot      release: id  3 | task 60 | stop processing: n_tokens = 263, truncated = 0
2.28.742.785 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.973
2.28.742.825 I slot launch_slot_: id  3 | task 70 | processing task, is_child = 0
2.37.213.108 I slot print_timing: id  3 | task 70 | prompt processing, n_tokens =    252, progress = 0.98, t =   8.47 s / 29.75 tokens per second
2.41.990.471 I slot print_timing: id  3 | task 70 | prompt eval time =   10065.42 ms /   256 tokens (   39.32 ms per token,    25.43 tokens per second)
2.41.990.476 I slot print_timing: id  3 | task 70 |        eval time =    3182.09 ms /     8 tokens (  454.58 ms per token,     2.20 tokens per second)
2.41.990.477 I slot print_timing: id  3 | task 70 |       total time =   13247.51 ms /   264 tokens
2.41.990.478 I slot print_timing: id  3 | task 70 |    graphs reused =         49
2.41.990.501 I slot      release: id  3 | task 70 | stop processing: n_tokens = 263, truncated = 0
2.46.996.186 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.973
2.46.996.229 I slot launch_slot_: id  3 | task 80 | processing task, is_child = 0
2.55.403.798 I slot print_timing: id  3 | task 80 | prompt processing, n_tokens =    252, progress = 0.98, t =   8.41 s / 29.97 tokens per second
3.00.225.040 I slot print_timing: id  3 | task 80 | prompt eval time =   10046.70 ms /   256 tokens (   39.24 ms per token,    25.48 tokens per second)
3.00.225.046 I slot print_timing: id  3 | task 80 |        eval time =    3181.97 ms /     8 tokens (  454.57 ms per token,     2.20 tokens per second)
3.00.225.047 I slot print_timing: id  3 | task 80 |       total time =   13228.67 ms /   264 tokens
3.00.225.048 I slot print_timing: id  3 | task 80 |    graphs reused =         55
3.00.225.084 I slot      release: id  3 | task 80 | stop processing: n_tokens = 263, truncated = 0
3.05.231.511 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.973
3.05.231.554 I slot launch_slot_: id  3 | task 90 | processing task, is_child = 0
3.13.639.260 I slot print_timing: id  3 | task 90 | prompt processing, n_tokens =    252, progress = 0.98, t =   8.41 s / 29.97 tokens per second
3.18.436.536 I slot print_timing: id  3 | task 90 | prompt eval time =   10015.24 ms /   256 tokens (   39.12 ms per token,    25.56 tokens per second)
3.18.436.541 I slot print_timing: id  3 | task 90 |        eval time =    3189.61 ms /     8 tokens (  455.66 ms per token,     2.19 tokens per second)
3.18.436.542 I slot print_timing: id  3 | task 90 |       total time =   13204.84 ms /   264 tokens
3.18.436.543 I slot print_timing: id  3 | task 90 |    graphs reused =         61
3.18.436.567 I slot      release: id  3 | task 90 | stop processing: n_tokens = 263, truncated = 0
3.23.441.843 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.973
3.23.441.886 I slot launch_slot_: id  3 | task 100 | processing task, is_child = 0
3.31.833.548 I slot print_timing: id  3 | task 100 | prompt processing, n_tokens =    252, progress = 0.98, t =   8.39 s / 30.03 tokens per second
3.36.664.919 I slot print_timing: id  3 | task 100 | prompt eval time =   10045.41 ms /   256 tokens (   39.24 ms per token,    25.48 tokens per second)
3.36.664.925 I slot print_timing: id  3 | task 100 |        eval time =    3177.48 ms /     8 tokens (  453.93 ms per token,     2.20 tokens per second)
3.36.664.926 I slot print_timing: id  3 | task 100 |       total time =   13222.89 ms /   264 tokens
3.36.664.927 I slot print_timing: id  3 | task 100 |    graphs reused =         67
3.36.664.965 I slot      release: id  3 | task 100 | stop processing: n_tokens = 263, truncated = 0
3.41.670.167 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.973
3.41.670.213 I slot launch_slot_: id  3 | task 110 | processing task, is_child = 0
3.50.023.846 I slot print_timing: id  3 | task 110 | prompt processing, n_tokens =    252, progress = 0.98, t =   8.35 s / 30.17 tokens per second
3.54.808.998 I slot print_timing: id  3 | task 110 | prompt eval time =    9961.20 ms /   256 tokens (   38.91 ms per token,    25.70 tokens per second)
3.54.809.004 I slot print_timing: id  3 | task 110 |        eval time =    3177.45 ms /     8 tokens (  453.92 ms per token,     2.20 tokens per second)
3.54.809.006 I slot print_timing: id  3 | task 110 |       total time =   13138.64 ms /   264 tokens
3.54.809.007 I slot print_timing: id  3 | task 110 |    graphs reused =         73
3.54.809.033 I slot      release: id  3 | task 110 | stop processing: n_tokens = 263, truncated = 0
3.59.813.953 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.973
3.59.813.995 I slot launch_slot_: id  3 | task 120 | processing task, is_child = 0
4.08.254.912 I slot print_timing: id  3 | task 120 | prompt processing, n_tokens =    252, progress = 0.98, t =   8.44 s / 29.86 tokens per second
4.13.027.753 I slot print_timing: id  3 | task 120 | prompt eval time =   10044.16 ms /   256 tokens (   39.24 ms per token,    25.49 tokens per second)
4.13.027.758 I slot print_timing: id  3 | task 120 |        eval time =    3169.45 ms /     8 tokens (  452.78 ms per token,     2.21 tokens per second)
4.13.027.759 I slot print_timing: id  3 | task 120 |       total time =   13213.62 ms /   264 tokens
4.13.027.760 I slot print_timing: id  3 | task 120 |    graphs reused =         79
4.13.027.785 I slot      release: id  3 | task 120 | stop processing: n_tokens = 263, truncated = 0
4.18.033.020 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.973
4.18.033.064 I slot launch_slot_: id  3 | task 130 | processing task, is_child = 0
4.26.330.873 I slot print_timing: id  3 | task 130 | prompt processing, n_tokens =    252, progress = 0.98, t =   8.30 s / 30.37 tokens per second
4.31.122.061 I slot print_timing: id  3 | task 130 | prompt eval time =    9906.37 ms /   256 tokens (   38.70 ms per token,    25.84 tokens per second)
4.31.122.066 I slot print_timing: id  3 | task 130 |        eval time =    3182.49 ms /     8 tokens (  454.64 ms per token,     2.20 tokens per second)
4.31.122.067 I slot print_timing: id  3 | task 130 |       total time =   13088.86 ms /   264 tokens
4.31.122.068 I slot print_timing: id  3 | task 130 |    graphs reused =         85
4.31.122.091 I slot      release: id  3 | task 130 | stop processing: n_tokens = 263, truncated = 0
4.36.126.768 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.973
4.36.126.811 I slot launch_slot_: id  3 | task 140 | processing task, is_child = 0
4.44.531.750 I slot print_timing: id  3 | task 140 | prompt processing, n_tokens =    252, progress = 0.98, t =   8.40 s / 29.98 tokens per second
4.49.321.369 I slot print_timing: id  3 | task 140 | prompt eval time =   10008.21 ms /   256 tokens (   39.09 ms per token,    25.58 tokens per second)
4.49.321.375 I slot print_timing: id  3 | task 140 |        eval time =    3186.20 ms /     8 tokens (  455.17 ms per token,     2.20 tokens per second)
4.49.321.376 I slot print_timing: id  3 | task 140 |       total time =   13194.42 ms /   264 tokens
4.49.321.378 I slot print_timing: id  3 | task 140 |    graphs reused =         91
4.49.321.404 I slot      release: id  3 | task 140 | stop processing: n_tokens = 263, truncated = 0
4.54.327.613 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.973
4.54.327.657 I slot launch_slot_: id  3 | task 150 | processing task, is_child = 0
5.02.776.858 I slot print_timing: id  3 | task 150 | prompt processing, n_tokens =    252, progress = 0.98, t =   8.45 s / 29.83 tokens per second
5.07.557.004 I slot print_timing: id  3 | task 150 | prompt eval time =   10050.07 ms /   256 tokens (   39.26 ms per token,    25.47 tokens per second)
5.07.557.010 I slot print_timing: id  3 | task 150 |        eval time =    3179.14 ms /     8 tokens (  454.16 ms per token,     2.20 tokens per second)
5.07.557.012 I slot print_timing: id  3 | task 150 |       total time =   13229.21 ms /   264 tokens
5.07.557.013 I slot print_timing: id  3 | task 150 |    graphs reused =         97
5.07.557.041 I slot      release: id  3 | task 150 | stop processing: n_tokens = 263, truncated = 0
5.12.562.028 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.973
5.12.562.071 I slot launch_slot_: id  3 | task 160 | processing task, is_child = 0
5.20.912.932 I slot print_timing: id  3 | task 160 | prompt processing, n_tokens =    252, progress = 0.98, t =   8.35 s / 30.18 tokens per second
5.25.716.607 I slot print_timing: id  3 | task 160 | prompt eval time =    9959.85 ms /   256 tokens (   38.91 ms per token,    25.70 tokens per second)
5.25.716.612 I slot print_timing: id  3 | task 160 |        eval time =    3194.55 ms /     8 tokens (  456.36 ms per token,     2.19 tokens per second)
5.25.716.614 I slot print_timing: id  3 | task 160 |       total time =   13154.39 ms /   264 tokens
5.25.716.615 I slot print_timing: id  3 | task 160 |    graphs reused =        103
5.25.716.638 I slot      release: id  3 | task 160 | stop processing: n_tokens = 263, truncated = 0
5.30.721.932 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.973
5.30.721.976 I slot launch_slot_: id  3 | task 170 | processing task, is_child = 0
5.39.098.464 I slot print_timing: id  3 | task 170 | prompt processing, n_tokens =    252, progress = 0.98, t =   8.38 s / 30.08 tokens per second
5.43.894.002 I slot print_timing: id  3 | task 170 | prompt eval time =    9981.54 ms /   256 tokens (   38.99 ms per token,    25.65 tokens per second)
5.43.894.008 I slot print_timing: id  3 | task 170 |        eval time =    3190.34 ms /     8 tokens (  455.76 ms per token,     2.19 tokens per second)
5.43.894.009 I slot print_timing: id  3 | task 170 |       total time =   13171.88 ms /   264 tokens
5.43.894.010 I slot print_timing: id  3 | task 170 |    graphs reused =        109
5.43.894.036 I slot      release: id  3 | task 170 | stop processing: n_tokens = 263, truncated = 0
5.48.898.980 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.973
5.48.899.025 I slot launch_slot_: id  3 | task 180 | processing task, is_child = 0
5.57.282.859 I slot print_timing: id  3 | task 180 | prompt processing, n_tokens =    252, progress = 0.98, t =   8.38 s / 30.06 tokens per second
6.02.091.568 I slot print_timing: id  3 | task 180 | prompt eval time =    9999.20 ms /   256 tokens (   39.06 ms per token,    25.60 tokens per second)
6.02.091.573 I slot print_timing: id  3 | task 180 |        eval time =    3193.21 ms /     8 tokens (  456.17 ms per token,     2.19 tokens per second)
6.02.091.575 I slot print_timing: id  3 | task 180 |       total time =   13192.40 ms /   264 tokens
6.02.091.576 I slot print_timing: id  3 | task 180 |    graphs reused =        115
6.02.091.599 I slot      release: id  3 | task 180 | stop processing: n_tokens = 263, truncated = 0
6.07.097.031 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.973
6.07.097.073 I slot launch_slot_: id  3 | task 190 | processing task, is_child = 0
6.15.505.895 I slot print_timing: id  3 | task 190 | prompt processing, n_tokens =    252, progress = 0.98, t =   8.41 s / 29.97 tokens per second
6.20.292.995 I slot print_timing: id  3 | task 190 | prompt eval time =   10022.66 ms /   256 tokens (   39.15 ms per token,    25.54 tokens per second)
6.20.293.000 I slot print_timing: id  3 | task 190 |        eval time =    3173.12 ms /     8 tokens (  453.30 ms per token,     2.21 tokens per second)
6.20.293.001 I slot print_timing: id  3 | task 190 |       total time =   13195.78 ms /   264 tokens
6.20.293.002 I slot print_timing: id  3 | task 190 |    graphs reused =        121
6.20.293.037 I slot      release: id  3 | task 190 | stop processing: n_tokens = 263, truncated = 0
6.25.299.790 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.973
6.25.299.833 I slot launch_slot_: id  3 | task 200 | processing task, is_child = 0
6.33.657.456 I slot print_timing: id  3 | task 200 | prompt processing, n_tokens =    252, progress = 0.98, t =   8.36 s / 30.15 tokens per second
6.38.451.871 I slot print_timing: id  3 | task 200 | prompt eval time =    9965.52 ms /   256 tokens (   38.93 ms per token,    25.69 tokens per second)
6.38.451.876 I slot print_timing: id  3 | task 200 |        eval time =    3186.38 ms /     8 tokens (  455.20 ms per token,     2.20 tokens per second)
6.38.451.877 I slot print_timing: id  3 | task 200 |       total time =   13151.90 ms /   264 tokens
6.38.451.879 I slot print_timing: id  3 | task 200 |    graphs reused =        127
6.38.451.913 I slot      release: id  3 | task 200 | stop processing: n_tokens = 263, truncated = 0
6.43.457.206 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.973
6.43.457.249 I slot launch_slot_: id  3 | task 210 | processing task, is_child = 0
6.51.808.936 I slot print_timing: id  3 | task 210 | prompt processing, n_tokens =    252, progress = 0.98, t =   8.35 s / 30.17 tokens per second
6.56.598.317 I slot print_timing: id  3 | task 210 | prompt eval time =    9959.72 ms /   256 tokens (   38.91 ms per token,    25.70 tokens per second)
6.56.598.322 I slot print_timing: id  3 | task 210 |        eval time =    3181.20 ms /     8 tokens (  454.46 ms per token,     2.20 tokens per second)
6.56.598.323 I slot print_timing: id  3 | task 210 |       total time =   13140.93 ms /   264 tokens
6.56.598.324 I slot print_timing: id  3 | task 210 |    graphs reused =        133
6.56.598.348 I slot      release: id  3 | task 210 | stop processing: n_tokens = 263, truncated = 0
7.01.604.276 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.973
7.01.604.320 I slot launch_slot_: id  3 | task 220 | processing task, is_child = 0
7.09.985.355 I slot print_timing: id  3 | task 220 | prompt processing, n_tokens =    252, progress = 0.98, t =   8.38 s / 30.07 tokens per second
7.14.792.216 I slot print_timing: id  3 | task 220 | prompt eval time =    9991.15 ms /   256 tokens (   39.03 ms per token,    25.62 tokens per second)
7.14.792.221 I slot print_timing: id  3 | task 220 |        eval time =    3196.61 ms /     8 tokens (  456.66 ms per token,     2.19 tokens per second)
7.14.792.223 I slot print_timing: id  3 | task 220 |       total time =   13187.76 ms /   264 tokens
7.14.792.224 I slot print_timing: id  3 | task 220 |    graphs reused =        139
7.14.792.247 I slot      release: id  3 | task 220 | stop processing: n_tokens = 263, truncated = 0
7.19.797.005 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.973
7.19.797.047 I slot launch_slot_: id  3 | task 230 | processing task, is_child = 0
7.28.203.378 I slot print_timing: id  3 | task 230 | prompt processing, n_tokens =    252, progress = 0.98, t =   8.41 s / 29.98 tokens per second
7.32.995.528 I slot print_timing: id  3 | task 230 | prompt eval time =   10011.23 ms /   256 tokens (   39.11 ms per token,    25.57 tokens per second)
7.32.995.534 I slot print_timing: id  3 | task 230 |        eval time =    3187.11 ms /     8 tokens (  455.30 ms per token,     2.20 tokens per second)
7.32.995.535 I slot print_timing: id  3 | task 230 |       total time =   13198.34 ms /   264 tokens
7.32.995.537 I slot print_timing: id  3 | task 230 |    graphs reused =        145
7.32.995.562 I slot      release: id  3 | task 230 | stop processing: n_tokens = 263, truncated = 0
7.38.000.646 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.973
7.38.000.690 I slot launch_slot_: id  3 | task 240 | processing task, is_child = 0
7.46.413.615 I slot print_timing: id  3 | task 240 | prompt processing, n_tokens =    252, progress = 0.98, t =   8.41 s / 29.95 tokens per second
7.51.193.438 I slot print_timing: id  3 | task 240 | prompt eval time =   10011.50 ms /   256 tokens (   39.11 ms per token,    25.57 tokens per second)
7.51.193.443 I slot print_timing: id  3 | task 240 |        eval time =    3181.11 ms /     8 tokens (  454.44 ms per token,     2.20 tokens per second)
7.51.193.444 I slot print_timing: id  3 | task 240 |       total time =   13192.61 ms /   264 tokens
7.51.193.446 I slot print_timing: id  3 | task 240 |    graphs reused =        151
7.51.193.482 I slot      release: id  3 | task 240 | stop processing: n_tokens = 263, truncated = 0
7.56.199.855 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.973
7.56.199.901 I slot launch_slot_: id  3 | task 250 | processing task, is_child = 0
8.04.571.776 I slot print_timing: id  3 | task 250 | prompt processing, n_tokens =    252, progress = 0.98, t =   8.37 s / 30.10 tokens per second
8.09.399.361 I slot print_timing: id  3 | task 250 | prompt eval time =   10010.38 ms /   256 tokens (   39.10 ms per token,    25.57 tokens per second)
8.09.399.367 I slot print_timing: id  3 | task 250 |        eval time =    3188.93 ms /     8 tokens (  455.56 ms per token,     2.20 tokens per second)
8.09.399.368 I slot print_timing: id  3 | task 250 |       total time =   13199.32 ms /   264 tokens
8.09.399.369 I slot print_timing: id  3 | task 250 |    graphs reused =        157
8.09.399.393 I slot      release: id  3 | task 250 | stop processing: n_tokens = 263, truncated = 0
8.14.404.370 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.973
8.14.404.414 I slot launch_slot_: id  3 | task 260 | processing task, is_child = 0
8.22.936.889 I slot print_timing: id  3 | task 260 | prompt processing, n_tokens =    252, progress = 0.98, t =   8.53 s / 29.53 tokens per second
8.27.744.892 I slot print_timing: id  3 | task 260 | prompt eval time =   10166.77 ms /   256 tokens (   39.71 ms per token,    25.18 tokens per second)
8.27.744.897 I slot print_timing: id  3 | task 260 |        eval time =    3173.57 ms /     8 tokens (  453.37 ms per token,     2.21 tokens per second)
8.27.744.899 I slot print_timing: id  3 | task 260 |       total time =   13340.34 ms /   264 tokens
8.27.744.900 I slot print_timing: id  3 | task 260 |    graphs reused =        163
8.27.744.937 I slot      release: id  3 | task 260 | stop processing: n_tokens = 263, truncated = 0
8.32.749.687 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.973
8.32.749.733 I slot launch_slot_: id  3 | task 270 | processing task, is_child = 0
8.41.552.705 I slot print_timing: id  3 | task 270 | prompt processing, n_tokens =    252, progress = 0.98, t =   8.80 s / 28.63 tokens per second
8.46.368.412 I slot print_timing: id  3 | task 270 | prompt eval time =   10408.33 ms /   256 tokens (   40.66 ms per token,    24.60 tokens per second)
8.46.368.417 I slot print_timing: id  3 | task 270 |        eval time =    3210.20 ms /     8 tokens (  458.60 ms per token,     2.18 tokens per second)
8.46.368.419 I slot print_timing: id  3 | task 270 |       total time =   13618.54 ms /   264 tokens
8.46.368.420 I slot print_timing: id  3 | task 270 |    graphs reused =        169
8.46.368.444 I slot      release: id  3 | task 270 | stop processing: n_tokens = 263, truncated = 0
8.51.373.339 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.973
8.51.373.381 I slot launch_slot_: id  3 | task 280 | processing task, is_child = 0
9.00.139.437 I slot print_timing: id  3 | task 280 | prompt processing, n_tokens =    252, progress = 0.98, t =   8.77 s / 28.75 tokens per second
9.04.936.359 I slot print_timing: id  3 | task 280 | prompt eval time =   10378.27 ms /   256 tokens (   40.54 ms per token,    24.67 tokens per second)
9.04.936.364 I slot print_timing: id  3 | task 280 |        eval time =    3184.57 ms /     8 tokens (  454.94 ms per token,     2.20 tokens per second)
9.04.936.365 I slot print_timing: id  3 | task 280 |       total time =   13562.84 ms /   264 tokens
9.04.936.366 I slot print_timing: id  3 | task 280 |    graphs reused =        175
9.04.936.389 I slot      release: id  3 | task 280 | stop processing: n_tokens = 263, truncated = 0
9.09.941.509 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.973
